content_id,source,title,source_url,stage,status,started_at,completed_at,duration_seconds,retry_count,error,added_at,pipeline_status
youtube_GqeiO6rHPZE,youtube,The ONLY Phuket Itinerary you will EVER Need!,https://youtube.com/watch?v=GqeiO6rHPZE,stage_1_crawl,complete,2025-11-03T18:20:51.560961Z,2025-11-03T18:20:53.152124Z,1.591163,0,,2025-11-03T18:20:49.954259Z,stage_2_chunk_pending
youtube_GqeiO6rHPZE,youtube,The ONLY Phuket Itinerary you will EVER Need!,https://youtube.com/watch?v=GqeiO6rHPZE,stage_2_chunk,not_started,,,,0,,2025-11-03T18:20:49.954259Z,stage_2_chunk_pending
youtube_GqeiO6rHPZE,youtube,The ONLY Phuket Itinerary you will EVER Need!,https://youtube.com/watch?v=GqeiO6rHPZE,stage_3_extract,not_started,,,,0,,2025-11-03T18:20:49.954259Z,stage_2_chunk_pending
youtube_GqeiO6rHPZE,youtube,The ONLY Phuket Itinerary you will EVER Need!,https://youtube.com/watch?v=GqeiO6rHPZE,stage_4_normalize,not_started,,,,0,,2025-11-03T18:20:49.954259Z,stage_2_chunk_pending
youtube_GqeiO6rHPZE,youtube,The ONLY Phuket Itinerary you will EVER Need!,https://youtube.com/watch?v=GqeiO6rHPZE,stage_5_embed,not_started,,,,0,,2025-11-03T18:20:49.954259Z,stage_2_chunk_pending
youtube_aWe5wW-B74U,youtube,How to Spend 7 Days in THAILAND | The Perfect Travel Itinerary,https://youtube.com/watch?v=aWe5wW-B74U,stage_1_crawl,complete,2025-11-03T18:20:56.833974Z,2025-11-03T18:20:58.445201Z,1.611227,0,,2025-11-03T18:20:55.162984Z,stage_2_chunk_pending
youtube_aWe5wW-B74U,youtube,How to Spend 7 Days in THAILAND | The Perfect Travel Itinerary,https://youtube.com/watch?v=aWe5wW-B74U,stage_2_chunk,not_started,,,,0,,2025-11-03T18:20:55.162984Z,stage_2_chunk_pending
youtube_aWe5wW-B74U,youtube,How to Spend 7 Days in THAILAND | The Perfect Travel Itinerary,https://youtube.com/watch?v=aWe5wW-B74U,stage_3_extract,not_started,,,,0,,2025-11-03T18:20:55.162984Z,stage_2_chunk_pending
youtube_aWe5wW-B74U,youtube,How to Spend 7 Days in THAILAND | The Perfect Travel Itinerary,https://youtube.com/watch?v=aWe5wW-B74U,stage_4_normalize,not_started,,,,0,,2025-11-03T18:20:55.162984Z,stage_2_chunk_pending
youtube_aWe5wW-B74U,youtube,How to Spend 7 Days in THAILAND | The Perfect Travel Itinerary,https://youtube.com/watch?v=aWe5wW-B74U,stage_5_embed,not_started,,,,0,,2025-11-03T18:20:55.162984Z,stage_2_chunk_pending
youtube_e0ArKSlgbgY,youtube,"Thailand Travel Ultimate Guide 2025 | Budget, Stay, Scams Itinerary, Unpopular Opinions & more",https://youtube.com/watch?v=e0ArKSlgbgY,stage_1_crawl,complete,2025-11-03T18:21:02.271526Z,2025-11-03T18:21:03.766296Z,1.49477,0,,2025-11-03T18:21:00.584765Z,stage_2_chunk_pending
youtube_e0ArKSlgbgY,youtube,"Thailand Travel Ultimate Guide 2025 | Budget, Stay, Scams Itinerary, Unpopular Opinions & more",https://youtube.com/watch?v=e0ArKSlgbgY,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:00.584765Z,stage_2_chunk_pending
youtube_e0ArKSlgbgY,youtube,"Thailand Travel Ultimate Guide 2025 | Budget, Stay, Scams Itinerary, Unpopular Opinions & more",https://youtube.com/watch?v=e0ArKSlgbgY,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:00.584765Z,stage_2_chunk_pending
youtube_e0ArKSlgbgY,youtube,"Thailand Travel Ultimate Guide 2025 | Budget, Stay, Scams Itinerary, Unpopular Opinions & more",https://youtube.com/watch?v=e0ArKSlgbgY,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:00.584765Z,stage_2_chunk_pending
youtube_e0ArKSlgbgY,youtube,"Thailand Travel Ultimate Guide 2025 | Budget, Stay, Scams Itinerary, Unpopular Opinions & more",https://youtube.com/watch?v=e0ArKSlgbgY,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:00.584765Z,stage_2_chunk_pending
youtube_-jULxHfpU60,youtube,10 Essential Thailand Tips in 5 Minutes,https://youtube.com/watch?v=-jULxHfpU60,stage_1_crawl,complete,2025-11-03T18:21:07.678423Z,2025-11-03T18:21:09.479712Z,1.801289,0,,2025-11-03T18:21:05.508671Z,stage_2_chunk_pending
youtube_-jULxHfpU60,youtube,10 Essential Thailand Tips in 5 Minutes,https://youtube.com/watch?v=-jULxHfpU60,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:05.508671Z,stage_2_chunk_pending
youtube_-jULxHfpU60,youtube,10 Essential Thailand Tips in 5 Minutes,https://youtube.com/watch?v=-jULxHfpU60,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:05.508671Z,stage_2_chunk_pending
youtube_-jULxHfpU60,youtube,10 Essential Thailand Tips in 5 Minutes,https://youtube.com/watch?v=-jULxHfpU60,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:05.508671Z,stage_2_chunk_pending
youtube_-jULxHfpU60,youtube,10 Essential Thailand Tips in 5 Minutes,https://youtube.com/watch?v=-jULxHfpU60,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:05.508671Z,stage_2_chunk_pending
youtube_vNQR3ixE8AE,youtube,10 Best Places to Visit in Thailand - Travel Video,https://youtube.com/watch?v=vNQR3ixE8AE,stage_1_crawl,complete,2025-11-03T18:21:12.782002Z,2025-11-03T18:21:14.512391Z,1.730389,0,,2025-11-03T18:21:11.145342Z,stage_2_chunk_pending
youtube_vNQR3ixE8AE,youtube,10 Best Places to Visit in Thailand - Travel Video,https://youtube.com/watch?v=vNQR3ixE8AE,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:11.145342Z,stage_2_chunk_pending
youtube_vNQR3ixE8AE,youtube,10 Best Places to Visit in Thailand - Travel Video,https://youtube.com/watch?v=vNQR3ixE8AE,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:11.145342Z,stage_2_chunk_pending
youtube_vNQR3ixE8AE,youtube,10 Best Places to Visit in Thailand - Travel Video,https://youtube.com/watch?v=vNQR3ixE8AE,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:11.145342Z,stage_2_chunk_pending
youtube_vNQR3ixE8AE,youtube,10 Best Places to Visit in Thailand - Travel Video,https://youtube.com/watch?v=vNQR3ixE8AE,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:11.145342Z,stage_2_chunk_pending
youtube_jCJEx6S2Igo,youtube,The BEST ISLANDS In Thailand 2026 🇹🇭 (Travel Guide),https://youtube.com/watch?v=jCJEx6S2Igo,stage_1_crawl,complete,2025-11-03T18:21:20.259353Z,2025-11-03T18:21:22.114267Z,1.854914,0,,2025-11-03T18:21:16.375937Z,stage_2_chunk_pending
youtube_jCJEx6S2Igo,youtube,The BEST ISLANDS In Thailand 2026 🇹🇭 (Travel Guide),https://youtube.com/watch?v=jCJEx6S2Igo,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:16.375937Z,stage_2_chunk_pending
youtube_jCJEx6S2Igo,youtube,The BEST ISLANDS In Thailand 2026 🇹🇭 (Travel Guide),https://youtube.com/watch?v=jCJEx6S2Igo,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:16.375937Z,stage_2_chunk_pending
youtube_jCJEx6S2Igo,youtube,The BEST ISLANDS In Thailand 2026 🇹🇭 (Travel Guide),https://youtube.com/watch?v=jCJEx6S2Igo,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:16.375937Z,stage_2_chunk_pending
youtube_jCJEx6S2Igo,youtube,The BEST ISLANDS In Thailand 2026 🇹🇭 (Travel Guide),https://youtube.com/watch?v=jCJEx6S2Igo,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:16.375937Z,stage_2_chunk_pending
youtube_8qyhpVsSqyE,youtube,Amazing Places to visit in Thailand - Travel Video,https://youtube.com/watch?v=8qyhpVsSqyE,stage_1_crawl,complete,2025-11-03T18:21:25.380289Z,2025-11-03T18:21:27.096249Z,1.71596,0,,2025-11-03T18:21:23.606048Z,stage_2_chunk_pending
youtube_8qyhpVsSqyE,youtube,Amazing Places to visit in Thailand - Travel Video,https://youtube.com/watch?v=8qyhpVsSqyE,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:23.606048Z,stage_2_chunk_pending
youtube_8qyhpVsSqyE,youtube,Amazing Places to visit in Thailand - Travel Video,https://youtube.com/watch?v=8qyhpVsSqyE,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:23.606048Z,stage_2_chunk_pending
youtube_8qyhpVsSqyE,youtube,Amazing Places to visit in Thailand - Travel Video,https://youtube.com/watch?v=8qyhpVsSqyE,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:23.606048Z,stage_2_chunk_pending
youtube_8qyhpVsSqyE,youtube,Amazing Places to visit in Thailand - Travel Video,https://youtube.com/watch?v=8qyhpVsSqyE,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:23.606048Z,stage_2_chunk_pending
youtube_MNuWA3BN8oc,youtube,"Thailand Travel Guide: Bangkok, Chiang Mai & Phuket",https://youtube.com/watch?v=MNuWA3BN8oc,stage_1_crawl,complete,2025-11-03T18:21:30.492408Z,2025-11-03T18:21:32.342747Z,1.850339,0,,2025-11-03T18:21:28.638422Z,stage_2_chunk_pending
youtube_MNuWA3BN8oc,youtube,"Thailand Travel Guide: Bangkok, Chiang Mai & Phuket",https://youtube.com/watch?v=MNuWA3BN8oc,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:28.638422Z,stage_2_chunk_pending
youtube_MNuWA3BN8oc,youtube,"Thailand Travel Guide: Bangkok, Chiang Mai & Phuket",https://youtube.com/watch?v=MNuWA3BN8oc,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:28.638422Z,stage_2_chunk_pending
youtube_MNuWA3BN8oc,youtube,"Thailand Travel Guide: Bangkok, Chiang Mai & Phuket",https://youtube.com/watch?v=MNuWA3BN8oc,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:28.638422Z,stage_2_chunk_pending
youtube_MNuWA3BN8oc,youtube,"Thailand Travel Guide: Bangkok, Chiang Mai & Phuket",https://youtube.com/watch?v=MNuWA3BN8oc,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:28.638422Z,stage_2_chunk_pending
youtube_hMejL6tzUyM,youtube,7 Days Thailand Plan | Perfect Thailand Itinerary | Bangkok-Pattaya-Phuket | Phi-Phi & Coral Island,https://youtube.com/watch?v=hMejL6tzUyM,stage_1_crawl,complete,2025-11-03T18:21:35.446567Z,2025-11-03T18:21:37.258419Z,1.811852,0,,2025-11-03T18:21:33.915241Z,stage_2_chunk_pending
youtube_hMejL6tzUyM,youtube,7 Days Thailand Plan | Perfect Thailand Itinerary | Bangkok-Pattaya-Phuket | Phi-Phi & Coral Island,https://youtube.com/watch?v=hMejL6tzUyM,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:33.915241Z,stage_2_chunk_pending
youtube_hMejL6tzUyM,youtube,7 Days Thailand Plan | Perfect Thailand Itinerary | Bangkok-Pattaya-Phuket | Phi-Phi & Coral Island,https://youtube.com/watch?v=hMejL6tzUyM,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:33.915241Z,stage_2_chunk_pending
youtube_hMejL6tzUyM,youtube,7 Days Thailand Plan | Perfect Thailand Itinerary | Bangkok-Pattaya-Phuket | Phi-Phi & Coral Island,https://youtube.com/watch?v=hMejL6tzUyM,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:33.915241Z,stage_2_chunk_pending
youtube_hMejL6tzUyM,youtube,7 Days Thailand Plan | Perfect Thailand Itinerary | Bangkok-Pattaya-Phuket | Phi-Phi & Coral Island,https://youtube.com/watch?v=hMejL6tzUyM,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:33.915241Z,stage_2_chunk_pending
youtube_6nzj1uo8Wrk,youtube,The Ultimate 3 Day BANGKOK Itinerary | Thailand Travel Guide (2024),https://youtube.com/watch?v=6nzj1uo8Wrk,stage_1_crawl,complete,2025-11-03T18:23:40.266996Z,2025-11-03T18:23:41.834392Z,1.567396,0,,2025-11-03T18:21:38.912016Z,stage_2_chunk_pending
youtube_6nzj1uo8Wrk,youtube,The Ultimate 3 Day BANGKOK Itinerary | Thailand Travel Guide (2024),https://youtube.com/watch?v=6nzj1uo8Wrk,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:38.912016Z,stage_2_chunk_pending
youtube_6nzj1uo8Wrk,youtube,The Ultimate 3 Day BANGKOK Itinerary | Thailand Travel Guide (2024),https://youtube.com/watch?v=6nzj1uo8Wrk,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:38.912016Z,stage_2_chunk_pending
youtube_6nzj1uo8Wrk,youtube,The Ultimate 3 Day BANGKOK Itinerary | Thailand Travel Guide (2024),https://youtube.com/watch?v=6nzj1uo8Wrk,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:38.912016Z,stage_2_chunk_pending
youtube_6nzj1uo8Wrk,youtube,The Ultimate 3 Day BANGKOK Itinerary | Thailand Travel Guide (2024),https://youtube.com/watch?v=6nzj1uo8Wrk,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:38.912016Z,stage_2_chunk_pending
youtube_LJdl-rlrZVU,youtube,Coming To THAILAND | Don't Do These Mistakes #livelovethailand,https://youtube.com/watch?v=LJdl-rlrZVU,stage_1_crawl,complete,2025-11-03T18:21:45.446359Z,2025-11-03T18:21:47.376189Z,1.92983,0,,2025-11-03T18:21:43.829454Z,stage_2_chunk_pending
youtube_LJdl-rlrZVU,youtube,Coming To THAILAND | Don't Do These Mistakes #livelovethailand,https://youtube.com/watch?v=LJdl-rlrZVU,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:43.829454Z,stage_2_chunk_pending
youtube_LJdl-rlrZVU,youtube,Coming To THAILAND | Don't Do These Mistakes #livelovethailand,https://youtube.com/watch?v=LJdl-rlrZVU,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:43.829454Z,stage_2_chunk_pending
youtube_LJdl-rlrZVU,youtube,Coming To THAILAND | Don't Do These Mistakes #livelovethailand,https://youtube.com/watch?v=LJdl-rlrZVU,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:43.829454Z,stage_2_chunk_pending
youtube_LJdl-rlrZVU,youtube,Coming To THAILAND | Don't Do These Mistakes #livelovethailand,https://youtube.com/watch?v=LJdl-rlrZVU,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:43.829454Z,stage_2_chunk_pending
youtube_VK3-91Mu9Es,youtube,10 Top Tourist Attractions in Bangkok - Travel Video,https://youtube.com/watch?v=VK3-91Mu9Es,stage_1_crawl,complete,2025-11-03T18:21:51.288059Z,2025-11-03T18:21:52.861656Z,1.573597,0,,2025-11-03T18:21:49.131186Z,stage_2_chunk_pending
youtube_VK3-91Mu9Es,youtube,10 Top Tourist Attractions in Bangkok - Travel Video,https://youtube.com/watch?v=VK3-91Mu9Es,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:49.131186Z,stage_2_chunk_pending
youtube_VK3-91Mu9Es,youtube,10 Top Tourist Attractions in Bangkok - Travel Video,https://youtube.com/watch?v=VK3-91Mu9Es,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:49.131186Z,stage_2_chunk_pending
youtube_VK3-91Mu9Es,youtube,10 Top Tourist Attractions in Bangkok - Travel Video,https://youtube.com/watch?v=VK3-91Mu9Es,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:49.131186Z,stage_2_chunk_pending
youtube_VK3-91Mu9Es,youtube,10 Top Tourist Attractions in Bangkok - Travel Video,https://youtube.com/watch?v=VK3-91Mu9Es,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:49.131186Z,stage_2_chunk_pending
youtube_m_pCh6p8_wg,youtube,"PHUKET, THAILAND | 10 BEST Things To Do In & Around Phuket",https://youtube.com/watch?v=m_pCh6p8_wg,stage_1_crawl,complete,2025-11-03T18:21:56.292122Z,2025-11-03T18:21:58.155763Z,1.863641,0,,2025-11-03T18:21:54.474263Z,stage_2_chunk_pending
youtube_m_pCh6p8_wg,youtube,"PHUKET, THAILAND | 10 BEST Things To Do In & Around Phuket",https://youtube.com/watch?v=m_pCh6p8_wg,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:54.474263Z,stage_2_chunk_pending
youtube_m_pCh6p8_wg,youtube,"PHUKET, THAILAND | 10 BEST Things To Do In & Around Phuket",https://youtube.com/watch?v=m_pCh6p8_wg,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:54.474263Z,stage_2_chunk_pending
youtube_m_pCh6p8_wg,youtube,"PHUKET, THAILAND | 10 BEST Things To Do In & Around Phuket",https://youtube.com/watch?v=m_pCh6p8_wg,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:54.474263Z,stage_2_chunk_pending
youtube_m_pCh6p8_wg,youtube,"PHUKET, THAILAND | 10 BEST Things To Do In & Around Phuket",https://youtube.com/watch?v=m_pCh6p8_wg,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:54.474263Z,stage_2_chunk_pending
youtube_5Pe9VO9oShg,youtube,"KOH SAMUI, THAILAND | 10 Incredible Things To Do In & Around Koh Samui",https://youtube.com/watch?v=5Pe9VO9oShg,stage_1_crawl,complete,2025-11-03T18:22:01.547042Z,2025-11-03T18:22:03.262110Z,1.715068,0,,2025-11-03T18:21:59.989825Z,stage_2_chunk_pending
youtube_5Pe9VO9oShg,youtube,"KOH SAMUI, THAILAND | 10 Incredible Things To Do In & Around Koh Samui",https://youtube.com/watch?v=5Pe9VO9oShg,stage_2_chunk,not_started,,,,0,,2025-11-03T18:21:59.989825Z,stage_2_chunk_pending
youtube_5Pe9VO9oShg,youtube,"KOH SAMUI, THAILAND | 10 Incredible Things To Do In & Around Koh Samui",https://youtube.com/watch?v=5Pe9VO9oShg,stage_3_extract,not_started,,,,0,,2025-11-03T18:21:59.989825Z,stage_2_chunk_pending
youtube_5Pe9VO9oShg,youtube,"KOH SAMUI, THAILAND | 10 Incredible Things To Do In & Around Koh Samui",https://youtube.com/watch?v=5Pe9VO9oShg,stage_4_normalize,not_started,,,,0,,2025-11-03T18:21:59.989825Z,stage_2_chunk_pending
youtube_5Pe9VO9oShg,youtube,"KOH SAMUI, THAILAND | 10 Incredible Things To Do In & Around Koh Samui",https://youtube.com/watch?v=5Pe9VO9oShg,stage_5_embed,not_started,,,,0,,2025-11-03T18:21:59.989825Z,stage_2_chunk_pending
youtube_4GkQKb_PSAw,youtube,Koh Samui Tourist Places | Krabi Tour Itinerary | How to Reach Ko Samui | Koh Samui Travel Guide,https://youtube.com/watch?v=4GkQKb_PSAw,stage_1_crawl,complete,2025-11-03T18:22:08.195175Z,2025-11-03T18:22:09.699761Z,1.504586,0,,2025-11-03T18:22:04.995066Z,stage_2_chunk_pending
youtube_4GkQKb_PSAw,youtube,Koh Samui Tourist Places | Krabi Tour Itinerary | How to Reach Ko Samui | Koh Samui Travel Guide,https://youtube.com/watch?v=4GkQKb_PSAw,stage_2_chunk,not_started,,,,0,,2025-11-03T18:22:04.995066Z,stage_2_chunk_pending
youtube_4GkQKb_PSAw,youtube,Koh Samui Tourist Places | Krabi Tour Itinerary | How to Reach Ko Samui | Koh Samui Travel Guide,https://youtube.com/watch?v=4GkQKb_PSAw,stage_3_extract,not_started,,,,0,,2025-11-03T18:22:04.995066Z,stage_2_chunk_pending
youtube_4GkQKb_PSAw,youtube,Koh Samui Tourist Places | Krabi Tour Itinerary | How to Reach Ko Samui | Koh Samui Travel Guide,https://youtube.com/watch?v=4GkQKb_PSAw,stage_4_normalize,not_started,,,,0,,2025-11-03T18:22:04.995066Z,stage_2_chunk_pending
youtube_4GkQKb_PSAw,youtube,Koh Samui Tourist Places | Krabi Tour Itinerary | How to Reach Ko Samui | Koh Samui Travel Guide,https://youtube.com/watch?v=4GkQKb_PSAw,stage_5_embed,not_started,,,,0,,2025-11-03T18:22:04.995066Z,stage_2_chunk_pending
youtube_TWyR0uUij8E,youtube,"Koh Samui, Phangan & Tao - Thailand Travel Guide 4K - Best Things To Do & Places To Visit",https://youtube.com/watch?v=TWyR0uUij8E,stage_1_crawl,complete,2025-11-03T18:26:26.602937Z,2025-11-03T18:26:28.413720Z,1.810783,0,,2025-11-03T18:22:11.448955Z,stage_2_chunk_pending
youtube_TWyR0uUij8E,youtube,"Koh Samui, Phangan & Tao - Thailand Travel Guide 4K - Best Things To Do & Places To Visit",https://youtube.com/watch?v=TWyR0uUij8E,stage_2_chunk,not_started,,,,0,,2025-11-03T18:22:11.448955Z,stage_2_chunk_pending
youtube_TWyR0uUij8E,youtube,"Koh Samui, Phangan & Tao - Thailand Travel Guide 4K - Best Things To Do & Places To Visit",https://youtube.com/watch?v=TWyR0uUij8E,stage_3_extract,not_started,,,,0,,2025-11-03T18:22:11.448955Z,stage_2_chunk_pending
youtube_TWyR0uUij8E,youtube,"Koh Samui, Phangan & Tao - Thailand Travel Guide 4K - Best Things To Do & Places To Visit",https://youtube.com/watch?v=TWyR0uUij8E,stage_4_normalize,not_started,,,,0,,2025-11-03T18:22:11.448955Z,stage_2_chunk_pending
youtube_TWyR0uUij8E,youtube,"Koh Samui, Phangan & Tao - Thailand Travel Guide 4K - Best Things To Do & Places To Visit",https://youtube.com/watch?v=TWyR0uUij8E,stage_5_embed,not_started,,,,0,,2025-11-03T18:22:11.448955Z,stage_2_chunk_pending
youtube_w_h4utVBus4,youtube,"The ULTIMATE Koh Samui Itinerary - Beaches, Nightlife, Temples",https://youtube.com/watch?v=w_h4utVBus4,stage_1_crawl,complete,2025-11-03T18:22:18.193826Z,2025-11-03T18:22:19.711363Z,1.517537,0,,2025-11-03T18:22:16.524036Z,stage_2_chunk_pending
youtube_w_h4utVBus4,youtube,"The ULTIMATE Koh Samui Itinerary - Beaches, Nightlife, Temples",https://youtube.com/watch?v=w_h4utVBus4,stage_2_chunk,not_started,,,,0,,2025-11-03T18:22:16.524036Z,stage_2_chunk_pending
youtube_w_h4utVBus4,youtube,"The ULTIMATE Koh Samui Itinerary - Beaches, Nightlife, Temples",https://youtube.com/watch?v=w_h4utVBus4,stage_3_extract,not_started,,,,0,,2025-11-03T18:22:16.524036Z,stage_2_chunk_pending
youtube_w_h4utVBus4,youtube,"The ULTIMATE Koh Samui Itinerary - Beaches, Nightlife, Temples",https://youtube.com/watch?v=w_h4utVBus4,stage_4_normalize,not_started,,,,0,,2025-11-03T18:22:16.524036Z,stage_2_chunk_pending
youtube_w_h4utVBus4,youtube,"The ULTIMATE Koh Samui Itinerary - Beaches, Nightlife, Temples",https://youtube.com/watch?v=w_h4utVBus4,stage_5_embed,not_started,,,,0,,2025-11-03T18:22:16.524036Z,stage_2_chunk_pending
youtube_xO0IKCJ8sps,youtube,First-Timer's Guide to Koh Samui | Thailand Travel Vlog #4,https://youtube.com/watch?v=xO0IKCJ8sps,stage_1_crawl,complete,2025-11-03T18:22:22.993128Z,2025-11-03T18:22:24.854963Z,1.861835,0,,2025-11-03T18:22:21.315132Z,stage_2_chunk_pending
youtube_xO0IKCJ8sps,youtube,First-Timer's Guide to Koh Samui | Thailand Travel Vlog #4,https://youtube.com/watch?v=xO0IKCJ8sps,stage_2_chunk,not_started,,,,0,,2025-11-03T18:22:21.315132Z,stage_2_chunk_pending
youtube_xO0IKCJ8sps,youtube,First-Timer's Guide to Koh Samui | Thailand Travel Vlog #4,https://youtube.com/watch?v=xO0IKCJ8sps,stage_3_extract,not_started,,,,0,,2025-11-03T18:22:21.315132Z,stage_2_chunk_pending
youtube_xO0IKCJ8sps,youtube,First-Timer's Guide to Koh Samui | Thailand Travel Vlog #4,https://youtube.com/watch?v=xO0IKCJ8sps,stage_4_normalize,not_started,,,,0,,2025-11-03T18:22:21.315132Z,stage_2_chunk_pending
youtube_xO0IKCJ8sps,youtube,First-Timer's Guide to Koh Samui | Thailand Travel Vlog #4,https://youtube.com/watch?v=xO0IKCJ8sps,stage_5_embed,not_started,,,,0,,2025-11-03T18:22:21.315132Z,stage_2_chunk_pending
youtube_dWNiALx6ZEw,youtube,Koh Samui ESSENTIAL guide for your 2025 travel,https://youtube.com/watch?v=dWNiALx6ZEw,stage_1_crawl,complete,2025-11-03T18:22:28.353328Z,2025-11-03T18:22:33.171182Z,4.817854,0,,2025-11-03T18:22:26.513133Z,stage_2_chunk_pending
youtube_dWNiALx6ZEw,youtube,Koh Samui ESSENTIAL guide for your 2025 travel,https://youtube.com/watch?v=dWNiALx6ZEw,stage_2_chunk,not_started,,,,0,,2025-11-03T18:22:26.513133Z,stage_2_chunk_pending
youtube_dWNiALx6ZEw,youtube,Koh Samui ESSENTIAL guide for your 2025 travel,https://youtube.com/watch?v=dWNiALx6ZEw,stage_3_extract,not_started,,,,0,,2025-11-03T18:22:26.513133Z,stage_2_chunk_pending
